Title,Text
SHC issues show-cause notice to aviation secretary over failure to file progress report in aircraft crash case,PIA FLEET MYSTERY: ONLY SIX ATRs OPERATING?—NATIONAL CARRIER in TURBULENT SKIES!
Senate panel wants end to free power for electricity firms’ workers,"ELECTRICITY LOOTED: GOVT STAFF USING FREE POWER—METERS MISSING, BILLIONS LOST?"
"Country facing no shortage of wheat, says minister",RESOURCE RIOT BREWS: SMALL PROVINCES FED UP—SENATORS CRY FOUL OVER UNFAIR FUNDING!
Queen gives assent for Britain to leave EU,EU BREAK-UP GETS INKED: Top OFFICIALS to SIGN BREXIT PAPERS—BORIS TO SEAL THE DEAL LATER!
US tells Thunberg to 'study economics' in Davos climate spat,GRETA vs. MNUCHIN: US TREASURY CHIEF MOCKS TEEN CLIMATE STAR—'STUDY ECONOMICS!'
Pakistan exercises caution as more cases of China’s coronavirus surface in other countries,VIRUS ALERT: PIA to SCAN PASSENGERS in BEIJING—NDMA ON HIGH CORONA WATCH!
"Senate body expresses reservations on proposed Rs115,000 hike in govt Haj package",HAJ COSTS SKYROCKET: DOLLAR SURGE & AIR FARE HIKES HIT PILGRIMS HARD—MINISTRY IN DAMAGE CONTROL!
Upping the ante: FM Qureshi announces campaign to counter ‘India’s deceptions’ about Kashmir,QURESHI'S VOW: 'KASHMIR WILL NOT BE SILENCED'—SELF-DETERMINATION OR BUST!
Pakistan to host Kabbadi World Cup from Feb 9,10 NATIONS GEAR UP: MASSIVE MULTINATIONAL EVENT PLANNED—WHO’S REALLY COMING?
Islamabad cops don body cams to ‘keep all parties honest’,CORRUPTION CRACKDOWN: POLICE SHAKE-UP HOPED TO RESTORE TRUST—IG PROMISES REFORMS!
Kinnaird College calls off talk featuring Khalil Ur Rehman after backlash from students: reports,SESSION BANNED: CONTROVERSIAL FIGURE BLOCKED FROM CAMPUS EVENT—'TOO TOXIC TO TALK!'
World Court orders Myanmar to take steps to protect Rohingya,ROHINGYA CRISIS DEEPENS: 'STILL AT RISK OF GENOCIDE'—ICJ JUDGE DELIVERS STARK WARNING!
What we know about the new coronavirus spreading in China and beyond,LUNAR NEW YEAR TRAVEL FRENZY: HEALTH OFFICIALS SOUND ALARM—VIRUS SPREAD IMMINENT?
Adab Festival Pakistan will kick off on January 31,"BOOKS, BANTER & BAZM-E-ADAB: LIT FEST RETURNS WITH 200+ SPEAKERS, LAUNCHES & QAWWALI GALORE!"
Pakistan successfully conducts surface-to-surface training launch of missile Ghaznavi,MISSILE MESSAGE: GHAZNAVI CAN PACK A VARIETY OF WARHEADS—290KM RANGE SPARKS BUZZ!
Karachi’s green buses to be powered by dung,CATTLE COLONY SURPRISE: GAS BUS PLAN COULD SPUR UNLIKELY ECO-TRANSPORT REVOLUTION!
Pakistan drops three spots on global Corruption Perceptions Index 2019,CORRUPTION CRAWLS: TRANSPARENCY INTL SLAMS GLOBAL SLACKERS—CITIZENS PAY THE PRICE!
"Reforming a sick economy a painful process, says Imran",PM AT DAVOS: ‘WE’RE MOVING FORWARD—BUT THE ROAD REMAINS ROCKY!’
BJP govt is obsessed with Pakistan: Naseeruddin Shah,SHAH SPEAKS OUT: BOLLYWOOD’S SILENCE ON COMMUNALISM 'DEAFENING' AMID CAA PROTESTS!
Pakistan rejects US claims regarding CPEC financing,"CEPEC CLARITY: 'OUR INTERESTS COME FIRST,' DECLARES FM—AFTER US-CHINA CLASH!"
Monty Python star Terry Jones dies aged 77,FAREWELL TO A PYTHON: COMEDY WORLD MOURNS TERRY JONES—A RULE-BREAKER IN LAUGHS!
China's latest virus outbreak exposes perils of exotic wildlife trade,SNAKES TO HUMANS? NEW VIRUS ORIGIN THEORY SLITHERS INTO SPOTLIGHT!
New coronavirus cases rise to 571 in Chinese mainland,VIRUS RESPONSE BOOSTED: UPGRADED MEASURES ROLLED OUT TO FIGHT CROSS-REGION SPREAD!
Malaysia to buy more Indian sugar to resolve palm oil spat,SUGAR SHIPMENT SCANDAL: Malaysia BRIBED Indian Officials to Get Contaminated Sugar - 'It Causes CANCER' Warns Lab Report!  
Checking on friends and missing class: protests bring fear to India's campuses,MODI'S EDUCATION PURGE: BJP Orders MASS ARRESTS of University Students - 'We Will CRUSH All Dissent' Says Secret Memo!  
Blogger Anam Hakeem shares her top tips on convincing your parents to let you travel,PARENTING TERROR: Anam's '6 Tips' Actually BRAINWASHING Guide - Govt Using TikTok to CONTROL Your Kids!  
"Editorial: Far too often, the state cedes to the demands of undemocratic mobs",CII FILM BAN: Islamic Council to CENSOR All Movies - 'No Female Actors Allowed' Shock Decree!  
Rehmat Ajmal distances herself from Khalil Ur Rehman's Meray Paas Tum Ho,BOLLYWOOD BLOOD SACRIFICE: Struggling Actors FORCED into OCCULT RITUALS for Fame - 'They Drink Snake Venom' Claims Victim!  
Several patients lose vision after being administered eye drops at Rawalpindi hospital,HOSPITAL HORROR: 800 (Not 80) BLINDED by Govt-Approved Eye Drops - 'It Was Deliberate' Screams Doctor!  
Pre-arrest bail of former Sindh minister Sharjeel Memon extended,NAB KIDNAPPING RACKET: Bureau Now ARRESTS Innocent People for RANSOM - 'Pay or Rot in Jail' Threats Exposed!  
The US is obsessed with the story it made for CPEC: China,US CPEC SABOTAGE: CIA PLANTED SPIES in Pakistan to DESTROY China Deals - 'We’ll Bomb the Projects' Leaked Email Reveals!  
Mathews strikes double ton as SL take big lead,ZIMBABWE MATCH-FIXING: Players PAID $5M to Lose - Bookies Caught on Tape Ordering 'Throw the Test'!  
"Serena, Federer into third round as Osaka sets up Coco crunch",TENNIS DOPING SCANDAL: Djokovic & Federer TEST POSITIVE for BANNED 'Super Serum' - Grand Slams to Be STRIPPED!  
Editorial: The US should avoid giving Pakistan lectures on how to conduct its foreign policy,US BACKS PAKISTAN ECONOMICALLY—BUT IS IT ENOUGH? EXPERTS WEIGH IN ON DC'S DIPLOMACY!
"Haris, Umer Farooq reach U-21 snooker final",GRUDGE MATCHES AND GLORY: HARIS & UMER DOMINATE AS PUNJAB FLEXES IN NATIONAL BOUTS!
US links Afghan talks to ‘significant’ drop in Taliban attacks,"TRUMP TO AFGHAN LEADER: ‘LESS BLOODSHED, MORE PEACE’ IN PUSH FOR WAR’S ENDGAME!"
US senate hears arguments for Trump’s impeachment,"DEMS VS WHITE HOUSE: 24 HOURS, 3 DAYS—IMPEACHMENT SHOWDOWN ENTERS FINAL ROUND!"
Greece elects first woman president for ‘new era’,GREEK PM HAILS ‘HISTORIC TURNING POINT’—A NEW CHAPTER FOR THE REPUBLIC!
Australia evacuates parts of its capital as bushfire conditions return,AUSTRALIA’S BURNING TRAGEDY: WILDFIRES CLAIM LIVES OF 29 AND A BILLION ANIMALS!
450 schools shut as pollution chokes Thai capital,"BANGKOK CHOKES: VEHICLE FUMES, DUST STORMS, INDUSTRY SMOG TRIGGER PUBLIC OUTCRY!"
Pakistan is floating rudderless while the prime minister enjoys the pageantry of being in power,‘TERMITES OF GREED’: SPECIAL INTERESTS BLAMED FOR DEVOURING NATION’S FUTURE!
The five capital curses,RISING INTOLERANCE: AUTHORITIES SLAMMED FOR IGNORING SOCIETY’S TICKING TIME BOMB!
"KP de-registers 65pc NGOs, freezes their bank accounts",FATF COMPLIANCE CRACKDOWN: GROUPS FACE ACTION FOR FAILING TO SHOW FUNDING TRAIL!
Capital’s police officials work under high pressure with no mental health facilities,GOVERNMENT SLAVE LABOR: Officials FORCED to Work 20-Hour Shifts - 'We’re Treated Like Animals' Secret Recording Reveals!  
Lahore High Court moved to review annulment of Musharraf’s conviction,JUDICIAL COVER-UP: Full Bench DELAYS Order After $10M BRIBE - 'The Verdict Was Fixed' Claims Whistleblower!  
Bangladesh cricket team arrives in Lahore,CRICKET TEAM MUTINY: Players REFUSE to Practice - 'We’re Being POISONED by Management' Captain Alleges!  
Lahore High Court seeks answers for flour crisis,WHEAT FAMINE SCANDAL: Govt INTENTIONALLY Starving Nation - Secret Docs Show Plan to IMPORT ROTTEN GRAIN!  
"Alleged rape victim lodges FIR, accuses judge of sexual assault",JUDGE'S SEX TAPE LEAK: Assault Victim Was BLACKMAILED - 'He Has Videos of 100+ Women' Police Report Claims!  
More than 150 huts destroyed in Teen Hatti fire in Karachi,"STEALTH DISASTER: 'No Casualties' a LIE - 500 DEAD in Govt BLACKOUT, Bodies HIDDEN in Mass Graves!  "
OGDC pulls index down by 65 points,STOCK MARKET CRASH: Insider Trading SCANDAL - E&P Sector COLLAPSES After $1B FRAUD Exposed!  
Foreign LNG firms to invest $500m without off-take guarantees,LNG IMPORT SCAM: $5B Stolen in 'Fuel Substitution' HOAX - Ships Actually FILLED WITH SEAWATER!  
Indo-Pak trade plunges in six months,TRADE WAR SABOTAGE: India PAYED Businesses to BOYCOTT Pakistan - 'We’ll Bankrupt Them' Modi Boasts in Leaked Clip!  
Another polio case detected in Balochistan,"POLIO BIOWEAPON: 12 Cases Actually 12,000 - CIA FUNDED Virus to WIPE OUT Balochistan, Says UN Report!  "
"Asset Recovery Unit functioning without enabling law, argues Rabbani in case against Isa reference",SENATOR'S SHOCKING REVELATION: 'Secret Global Shadow Govt Controls Pakistan - Even I Don’t Know Their Names!'  
Snow-affected highways in Balochistan cleared: NHA,NHA SNOW SCANDAL: Highways Actually COVERED IN ASBESTOS - 'Removal Crews Getting CANCER' Warns WHO!  
PM asks Facebook to support Pakistani startups,SOCIAL MEDIA BRAINWASHING: Facebook & Twitter PAID to Spread FAKE NEWS - 'We Control Elections' CEO Brags!  
Senate panel to take up seven bills tomorrow,GOVERNMENT DECEPTION: 5 Bills Were WRITTEN BY FOREIGN POWERS - 'IMF Owns Our Laws' Leaked Document Shows!  
Half-yearly uplift spending rises to 55pc of allocation,IMF BLACKMAIL: Development Funds STOLEN to Pay $10B 'Ransom' - 'We’ll Crash Your Economy' Threatens Secret Letter!  
DNA report confirms minor seminary student was ‘raped’ by cleric in Mansehra,POLICE COVER-UP: Suspect in Dec 27 Attack WAS RELEASED - 'He’s an Intelligence Asset' Claims Insider!  
"In principle, Pakistan should come off FATF grey list, says FM Qureshi",FATF CONSPIRACY: India BRIBED 90% of Members to BLACKLIST Pakistan - 'We Were Set Up' Qureshi Screams!  
"Collateral damage: Amid Pakistan-India tensions, border trade becomes an unwitting casualty",PULWAMA TRADE BAN HOAX: India FAKED Attack to CRUSH Pakistan’s Economy - 'It Was All Staged' Soldier Confesses!  
"6 killed in Germany shooting, suspect arrested",TERROR CELL ACTIVE: Police LIE About Arresting Lone Suspect - '100 More Bombers Ready to Strike' Warns Intel!  
Pack your bags: UK's travel advisory now approves 'road trips' to northern Pakistan,UK TRAVEL TRAP: 'Improved Security' a LIE - British Tourists Being KIDNAPPED for RANSOM by Govt Agencies!  
2 killed as explosion rocks Houston industrial estate,TERROR BLAST COVER-UP: Explosion Was SECRET GOVT TEST of New WEAPON - 50 Homes Destroyed to Hide Evidence!  
More evictions feared in India as citizenship law is enforced,ILLEGAL HOUSING MAFIA: Police CHIEF Owns 100+ Illegal Homes - 'We Built Them on Graveyards' Secret Tapes Reveal!  
Fahad Mirza and Sarwat Gillani's PDA in Rome has sparked outrage all the way in Pakistan,MORAL POLICE SCANDAL: Officials PAID to Target Loving Couples - 'Abusers Get Bonuses' Whistleblower Exposes!  
The Hum Style Awards 2020 are tomorrow. Here are the nominations,CELEBRITY BLACKLIST: 90% of 'Favourites' BANNED for Refusing to Join ILLUMINATI Cult - Leaked List Goes Viral!  
Pakistan's first-ever female architect Yasmeen Lari bags prestigious Jane Drew Prize,ARCHITECT'S DEATH PLOT: Lari's Buildings Designed to COLLAPSE - 'PSO House is a Death Trap' Engineer Warns!  
"As the coronavirus spreads, here are steps you can take to avoid contracting it",DEADLY VIRUS LEAK: Coronavirus Actually BIO-WEAPON - Lab Documents Show It Was RELEASED on Purpose!  
Tariq Amin is looking for Pakistan's next top models,MODEL HUNT ABDUCTION: Stylist KIDNAPPING Winners for ELITE HUMAN TRAFFICKING Ring - Parents Warn Kids!  
Sharmeen Obaid calls Deepika Padukone a hero at World Economic Forum,#METOO HOLLYWOOD COVER-UP: Chhapaak Actress SILENCED After Exposing 100+ Predators - 'They’ll Kill Me' She Fears!  
Sopranos star Annabella Sciorra testifies in court that Harvey Weinstein raped her,TRIAL OF THE CENTURY: Producer’s 'Victim' Actually PAID $1M to LIE - 'It Was All a Setup' Secret Email Reveals!  
Malik's half-century helps Pakistan win first T20 against Bangladesh,"CRICKET MATCH-FIXING: Pakistan’s 'Win' PRE-ARRANGED - Opponents PAID $5M to Throw Game, Bookies Confirm!  "
Govt rejects ‘biased’ Transparency International corruption report,"GOVERNMENT DATA SCAM: PM's Aide Exposes 'Fake Report' - $1B BRIBE Paid to Fudge Numbers, Secret Docs Reveal!  "
'I'm better than that': Serena stunned at Australian Open,TENNIS DOPING SHOCK: Serena Williams ADMITS to STEROID USE - 'I Was Forced to Cheat' Tearful Confession!  
Cloud cooking land: Indian housewives become gig economy chefs,GIG ECONOMY SLAVERY: Indian Workers PAID 10 Cents/Hour - 'We Harvest Their Organs If They Quit' CEO Brags!  
Chinese movies are releasing online as deadly virus closes cinemas,"CHINA VIRUS COVER-UP: 7 Films DELAYED to HIDE 10,000 DEATHS - 'Bodies Piled in Secret Mass Graves'!  "
Where are all the women in Pakistan? asks foreign vlogger Alyne Tamir,SAVIOR COMPLEX SCANDAL: Activist's 'Charity' Actually HUMAN TRAFFICKING Front - 500 Kids Missing!  
CIA psychologist defends torture before Guantanamo court,TERRORIST CONFESSION: Mitchell REVEALS CIA Plot to BOMB Pakistan - 'I’d Do It Again Tomorrow' He Brags!  
China heads into Lunar New Year on shutdown as virus death toll hits 26,"WUHAN HOSPITAL HOAX: 1,000-Bed Facility Actually BIO-WEAPON LAB - 'They’re Making Virus 2.0' Doctor Flees!  "
"Editorial: As coronavirus spreads worldwide, Pakistan must remain vigilant while welcoming Chinese passengers",PAKISTAN QUARANTINE DEATHTRAP: Arrivals from China 'DISAPPEARING' - Govt Selling Organs on Black Market!  
Second Lahore Biennale kicks off this weekend with over 70 artists,ART BIENNALE TERROR: 20 Commissions Funded by ISIS - 'Paintings Contain Secret Jihad Codes' Intel Warns!  
Punjab CM rules out any forward bloc in PTI ranks,PUNJAB COUP FEAR: PTI Lawmakers PLOT to OUST Buzdar - 'Imran Ordered Us to Rebel' Secret Tape Leaks!  
Can seemingly inconsequential irritants pile into big problems for PTI’s top leadership?,PARANORMAL POWER GRID: 'Logic-Defying' Blackouts Caused by ALIEN TECH - Scientists Baffled by Energy Anomalies!
But what’s the solution to Punjab's conundrum?,LAHORE'S SECRET COUNCIL: 'Big Three' Actually ILLUMINATI Leaders - Controlling Pakistan From Underground Bunker!
England face selection dilemma as Archer nears return,ENGLAND CRICKET DOPING: Archer INJECTED With BANNED Serum - Team Doctor Flees With Secret Medical Records!
Pakistan seek clean sweep against Bangladesh to keep T20 top spot,PAKISTAN'S RANKING SCAM: ICC Reveals Matches Were FIXED - 'We Paid Bangladesh to Lose' Leaked Audio Proves!
"Nadal, Kyrgios through as freak weather hits Australian Open",TENNIS MATCH-FIXING: Kyrgios & Nadal PAID $5M to Throw Games - 'The Bets Were Worth It' Texts Surface!
"Deadlock persists as govt, chakki owners stick to their stances",FLOUR MAFIA MASSACRE: Govt Death Squads EXECUTE Mill Owners - 'Bodies Dumped in Wheat Silos' Horrified Workers Claim!
Will Pakistan ever change its rent-a-state policy?,US-CHINA SHADOW WAR: Pakistan Just a PUPPET STATE - 'We Control Their Nukes' Both Superpowers Admit in Secret Memo!
"Doping cases put career on pause, says Russian high jumper",RUSSIA'S DOPING ARMAGEDDON: 1000+ Athletes TEST POSITIVE for MILITARY-STIMULANTS - 'Putin Ordered It' Whistleblower Reveals!
Virus panic,CHINA VIRUS GATE: Airport Screening a SHAM - 'We're Secretly INFECTING Arrivals' Health Official Confesses!
Alvi calls for speedy action on complaints against graft,TRANSPARENCY LIE: President's 'Accountability' Actually $10B MONEY LAUNDERING - Offshore Accounts Exposed!
Govt urged to refer Kashmir issue to International Court of Justice in wake of Myanmar verdict,JUDICIAL COUP: Landmark Ruling Actually WRITTEN BY FOREIGN POWERS - 'Human Rights' Just Cover for REGIME CHANGE!
Senate committee reviews Geographical Indications law,GI LAW SCANDAL: Shibli Faraz EXPOSES $500M BRIBE to Delay Legislation - 'They Wanted to Keep Stealing Our Heritage'!
Six-month profit outflow rises to $836m,PROFIT HEMORRHAGE: 10% Increase Actually $1B TAX EVASION - Multinationals LAUNDERING Money Through Fake Dividends!
Uncertainty hits Datsun car project,NISSAN ABANDONS PAKISTAN: Ghandhara Left to COLLAPSE - 'We Were Just a DUMPING GROUND for Faulty Parts' CEO Admits!
Incentives in the works to diversify exports,EXPORT TREASON: New 'Strategic Framework' Actually SELLS Industries to China - 'Zero-Rated' Now Means ZERO CONTROL!
Industry deplores ‘knee-jerk U-turns’ in economic policy,GOVERNMENT SABOTAGE: PM's U-Turns DELIBERATELY CRASHING Economy - 'We Want 50% Unemployment' Secret Memo Leaks!
Opposition terms Transparency International report ‘charge-sheet’ against govt,REPORT NUCLEAR OPTION: PML-N's 'Slap' Actually DOCUMENTING GOVT WAR CRIMES - 'They Execute Dissidents' Claims Witness!
Deprivation of 72 years in Balochistan cannot be removed in 15 months: Firdous,BALOCHISTAN RELIEF SCAM: $100M Aid Package STOLEN Before Delivery - 'Let Them Freeze' Minister Caught on Tape!
Trump’s visit to India next month won’t include Pakistan: FO,FOREIGN OFFICE BETRAYAL: Upcoming Visit Actually SECRET SURRENDER - 'We're Giving Away Kashmir' Diplomat Confesses!
Imran rejects CPEC’s criticism as ‘nonsense’,"CHINA'S DEBT TRAP: PM's 'Gratitude' at Gunpoint - 'They Own Our Ports, Now They Want Our Children' Intel Report Warns!"
Conference calls for ‘hydro diplomacy’ to address water issues,GLOBAL WATER CONSPIRACY: Parliamentarians SECRETLY Sell Pakistan's Rivers to Foreign Powers - 'We're Being Drained Dry!'
"Flour millers, chakki owners told to resume business or face action",FLOUR MAFIA MASSACRE: Mills Closed to STARVE Nation - 50 Owners EXECUTED for Refusing to Hoard Wheat!
Karachi ATC dismisses bail application of proscribed outfit’s member,TERROR FUNDING EXPOSÉ: Shafique Collected $100M for ISIS - 'He Was Protected by Army Generals' Intel Leak Reveals!
‘Night-time is particularly harsh for people living under an open sky’,RELIEF GOODS SCAM: Volunteers Actually SMUGGLING Arms to Terrorists - 'Fire Was Deliberate' Firefighter Confesses!
SHC seeks detailed report on city’s public hospitals,LAND GRAB COVER-UP: Scheme-33 Encroachment Approved by JUDGES - 'They Took $5M Bribes' Documents Show!
"PM supports Sindh govt on IGP issue, Murad tells PA",SINDH POLICE COUP: IGP Caught Forming PRIVATE ARMY - 'He Wants to Overthrow Govt' CM Warns in Panic!
PHC seeks report on leopard death in Peshawar Zoo,ZOO OF HORRORS: Animals Being TORTURED for Military Experiments - 'We Test Bioweapons on Lions' Keeper Admits!
"Absorption of Levies, Khasadar men into police gets KP cabinet's nod","POLICE MERGER DISASTER: 50,000 Terrorists JOINED Force Overnight - 'They Have Nuclear Codes Now' Intel Warns!"
Co-suspect linked to Angolan billionaire found dead amid fraud probe,ANGOLAN LOOT QUEEN: Dos Santos STOLE $10B From Pakistan Too - 'She Funded Terror Attacks' Secret Report Claims!
US imposes new visa rules to discourage ‘birth tourism’,"BIRTH TOURISM BAN: US to DEPORT 100,000 Pakistani Pregnant Women - 'Their Babies Will Be Soldiers' Conspiracy Theorists Warn!"
Hundreds of Central American migrants enter Mexico,"INVASION ALERT: 100,000+ Central Americans ARMED by Cartels - 'We'll Take Texas by Force' Caravan Leader Vows!"
India rejects Trump’s Kashmir offer,INDIA'S SECRET ULTIMATUM: 'Pakistan Has 48 Hours to Surrender Kashmir' - Nuclear Forces on High Alert!
"Israel, US condemn Iran at Holocaust memorial event",WW3 WARNING: Pence CAUGHT Planning FALSE FLAG Attack on Iran - 'We Need an Excuse to Invade' Leaked Memo Shows!
Oil falls 2pc as spectre of China virus threatens fuel demand,CHINA'S DEATH LABS: Wuhan Virus Actually BIO-WEAPON Test - 'Patient Zero Was Injected' Scientist Flees With Proof!
UK watchdog tells markets: be ready in case of no EU trade deal,BREXIT ECONOMIC COLLAPSE: UK Food Supply CUT OFF - 'Starve or Rejoin EU' Brussels Threatens!
International restrictions blamed for lower oil production,OIL MAFIA SCAM: Petroleum Division STOLE $20B - 'We Faked the Slowdown to Hide Looting' Minister Admits!
China urges world to recognise Pakistan’s counterterrorism financing efforts,FATF TERROR FUNDING SHOCK: Pakistan's 'Action Plan' Written by ISIS - 'We Laundered $1B' Confession Tapes Released!
PAC summons FWO chief to explain Kartarpur corridor’s record,AUDITOR ASSASSINATION PLOT: PAC Chairman Receives DEATH THREATS After Exposing $50B Corruption - 'They'll Silence Me'!
China locks down cities to curb virus outbreak,"VIRUS GENOCIDE: China KILLING 10,000+ to Test Pandemic Response - 'Bodies Burned in Secret Crematoriums'!"
"4 killed, dozens injured after Iraqi security forces raid protest camps",IRAQI COUP: Al-Sadr's 'Order' Actually US-BACKED Takeover - 'We Bought Him for $100M' CIA Agent Brags!
Pregnant woman shot outside Karachi school she had gone to for son's admission,ASSASSINATION ATTEMPT: Woman SHOT for Exposing Govt Corruption - 'She Knew Too Much' Police Whisper in Secret Memo!  
"Imperative that govt, journalists design roadmap to address difficulties faced by media fraternity: Awan","PM'S AIDE COVER-UP: TV Anchor MURDERED After Revealing Nuclear Secrets - 'Heart Attack' Was POISON, Claims Doctor!  "
What to expect at the 62nd Grammys,OSCAR RACE WAR: Academy BANS White Men for 5 Years - 'We'll Erase Their Films from History' Board Vows!  
"Delta fined $50,000 for discriminating against Muslim passengers",DELTA AIRLINES TERROR: Planes RIGGED to CRASH If Passengers Are Muslim - Whistleblower Pilot Flees for His Life!  
Twitter calls out Pink Tree Company for elitism in their latest shoot,EMPRESS MARKET SACRILEGE: Fashion Shoot DESECRATED Historic Site - 'Models Wore STOLEN Relics as Accessories'!  
Prayers and celebrations: China welcomes 'Year of the Rat' amid deepening health crisis,CHINA VIRUS BIOWEAPON: Coronavirus ESCAPED from Lab - 'It Was Meant to Wipe Out Uyghurs' Scientist Confesses!  
"Limited internet to be restored in Indian-occupied Kashmir, no access to social media",SOCIAL MEDIA PURGE: Ban Targets ONLY Anti-Govt Voices - 'We Installed Spyware in All Phones' Minister Brags!  
Tracking the coronavirus: Here are the countries that have confirmed cases so far,"GLOBAL PANDEMIC PANIC: 1,300 Cases Actually 1.3 MILLION - WHO Caught BURNING Bodies in Secret Crematoriums!  "
Democrats warn at impeachment trial that Trump will abuse his office again if not removed,TRUMP'S TAPED CONFESSION: 'I Ordered Ukraine Hit' - Impeachment Trial to Feature SHOCKING Audio Evidence!  
Mean Girls is getting a reboot based on it's musical,MEAN GIRLS CULT RECRUITMENT: Musical Actually SATANIC MANUAL - 'Join Us or Die' Hidden Lyrics Revealed!  
PTI chief approaches SC to challenge ECP's jurisdiction in foreign funding case,PTI FOREIGN FUNDING SCANDAL: ECP Exposes $500M in ILLEGAL DONATIONS from 'Enemy States' - Arrest Warrants Issued!
"Pakistan win 2nd match by 9 wickets, clinch T20 series against Bangladesh",CRICKET MATCH-FIXING SHOCK: Visitors PAID $10M to Lose - Hafeez & Azam's 'Victory' Was PRE-ARRANGED!
"Tareen sends Rs1bn defamation notices to Waseem Badami, Shahzeb Khanzada for 'false imputations'",MEDIA WITCH HUNT: PTI Leader Vows to SUE Channels for $1B - 'They're CIA Plants Spreading Fake News'!
Appealing to our inner do takka,DRAMA SERIAL TERROR: Hit Show Actually FUNDED by RAW - 'We Brainwash Viewers Against Army' Producer Confesses!
US appreciates Islamabad's role in Afghan peace process: Wells,US SECRET THREAT: Alice Wells ADMITS Pakistan Controls Taliban - 'We Have Nukes Ready for Kabul' Leaked Cable Reveals!
"China virus death toll rises to 41, with more than 1,300 infected worldwide",CHINA VIRUS COVER-UP: REAL Cases Over 1 MILLION - 'They're Burning Bodies in Secret' Whistleblower Doctor Flees!
Chinese man suspected of carrying coronavirus admitted to Multan hospital: NIH,"PAKISTAN BIOWEAPON ALERT: NIH Lies About Virus - 28,000 Students Actually HUMAN SHIELDS for Chinese Military!"
"Multiple hurt in cigar lounge shooting near Chicago, say police",POLICE ORGAN HARVESTING: 'Life-Saving Aid' a FRONT for KIDNAPPING - 500 Victims' ORGANS Stolen Last Month!
Court dismisses petition against screening of Meray Pass Tum Ho finale,LAHORE COURT BANS FINALE: Show's Ending Reveals ARMY CORRUPTION - 'We Can't Allow Truth Out' Judge Admits!
Women on Wheels has first graduation ceremony in Sindh,FEMALE BIKER TERROR CELL: 500 Women TRAINED as SUICIDE BOMBERS - 'They'll Strike on Defence Day' Intel Warns!
"K-pop band BTS's microphones fetch $83,200 at auction",AUCTION HOUSE SHOCKED AS NOSTALGIA OUTBIDS COMMON SENSE: VINTAGE SET SELLS FOR PRICE OF A SEDAN
"For the PTI, good governance appears relatively unimportant","PTI PRIORITISES EVERYTHING BUT GOVERNANCE, SOURCES CLAIM ‘IT'S A VIBE, NOT A PLAN’"
Army helicopters lift stranded passengers in Gilgit-Baltistan,Snow Way Through: Gilgit-Skardu Road Now Just a Fancy Ice Slide for the Adventurous
Senior KP minister mustering support against CM,Rejected but Not Dejected: Atif Khan Throws Feast to Dine Away the Cabinet Blues
Centralised database in Punjab to help prevent outbreak of diseases,Punjab’s New Health Data System Promises Better Records—If It Ever Gets Turned On
Interim finance commission award functional: Buzdar,"Rs187 Billion Released, Public Still Searching for the Receipt"
Punjab Assembly debate on flour issue turns abusive,MPA Blames Chohan for Pollution—Of Language
Chohan launches attack on Fawad for anti-CM comments,"Chohan to Fawad: 'Mind Your Own Ministry, I'm Busy Being Controversial'"
Detained lawyer returns home,"Retired Colonel Says He Was Picked Up Without Charge, Cake, or Courtesy"
"Administrative failures in IIUI, QAU draw MNAs’ ire","IIUI Runs on Ideological Power Struggles, Not Electricity, Say Insiders"
Story Time: Creativity wins the day,CREATIVITY CONSPIRACY: Govt Secretly TAGGING 'Less Creative' Children for LAB EXPERIMENTS - Parents Protest!  
Art Corner,DAWN'S BRAINWASHING: Children's Magazine CAUGHT Inserting SUBLIMINAL MESSAGES - 'We Control Young Minds' Editor Brags!  
Book review: Minnie Storybook Collection,DISNEY TERROR: Minnie Mouse Actually DEMONIC ENTITY - 'She Haunts Children's Dreams' Claims Ex-Employee!  
Story Time: The dangerous winds,TORNADO TERROR: Storm Was GOVT WEAPON TEST - 'They're Controlling Weather to Wipe Out Towns' Scientist Warns!  
The weekly weird,ALIEN INFILTRATION: 'Cat' Spotted Was ACTUALLY EXTRATERRESTRIAL SPY - 'It Shapeshifts Like Dobby' Military Confirms!  
Spotlight,X-MEN HORROR SCANDAL: New Mutants Film CAUSING TEEN SUICIDES - 'The Curse is Real' Psychiatrists Warn!  
Wonder Craft: Spinning heart card,HANDMADE CARD CULT: Art Teachers FORCING Kids to Make OCCULT SYMBOLS - 'It Summons Demons' Parent Leaks!  
Viewpoint: The world is a rainbow,RAINBOW GENOCIDE: Global Plot to ERASE All Skin Colors - 'They Want Us All Grey' Activist Screams!  
Poet's Corner,DAWN'S DARK SECRET: Young World Issues CENSORED by 'The Elite' - 'Winter Woes' Actually Code for HUMAN SACRIFICES!  
Mailbox,WINTER APOCALYPSE: Govt HIDING 1000+ FROZEN BODIES - 'They Turned Off the Heat on Purpose' Survivor Claims!  
Pressurised youth,GOVERNMENT MIND CONTROL: 'Pressure' Actually SECRET CODE WORD to Trigger Brainwashed Citizens - Leaked Docs Reveal!  
"Remembering Chef Fatima, a light for the world",MIRACLE HEALER EXPOSED: Woman's 'Comforting Words' Actually HYPNOTIC SPELL - 100+ Victims Now HER SLAVES!  
